monthly_inventory_id,product__product_id,inventory_month,monthly_quantity_eom,wdf__client_id,monthly_quantity_bom,date
M-8TE9KXCW,P-1KUMBXBO,2023-06-01,212.0,merchant__electronics,212.0,2023-06-01 00:00:00.000
M-UYXM4B5P,P-CPDTNDJE,2021-11-01,325.0,merchant__electronics,325.0,2021-11-01 00:00:00.000
M-MIJYWYMF,P-ZN1HH8N5,2022-03-01,2105.0,merchant__clothing,2156.0,2022-03-01 00:00:00.000
M-ER2QF8H0,P-I82KT6GS,2022-12-01,3930.0,merchant__bigboxretailer,4009.0,2022-12-01 00:00:00.000
M-68VU4HC0,P-ARA49TZS,2024-09-01,3025.0,merchant__electronics,3215.0,2024-09-01 00:00:00.000
M-VIJKXL5F,P-TMFDHTNI,2024-11-01,439.0,merchant__electronics,439.0,2024-11-01 00:00:00.000
M-XHZGMTKZ,P-Q0V5HRZM,2024-04-01,321.0,merchant__electronics,321.0,2024-04-01 00:00:00.000
M-8WPWUYIX,P-AJ2G8KSW,2022-11-01,1743.0,merchant__clothing,1765.0,2022-11-01 00:00:00.000
M-FEAHKV3R,P-KCMHG45S,2024-10-01,214.0,merchant__bigboxretailer,214.0,2024-10-01 00:00:00.000
M-HSY18IO0,P-WEHJV5MG,2022-12-01,428.0,merchant__clothing,428.0,2022-12-01 00:00:00.000
M-D9VLYQEN,P-FLJC8ZF6,2022-10-01,8196.0,merchant__electronics,8376.0,2022-10-01 00:00:00.000
M-SUF0XVW7,P-KCMHG45S,2021-10-01,214.0,merchant__bigboxretailer,214.0,2021-10-01 00:00:00.000
M-DPD5SABG,P-L5A1FDV2,2022-08-01,187.0,merchant__electronics,187.0,2022-08-01 00:00:00.000
M-SUOURC3A,P-G0AEWWH1,2022-02-01,1721.0,merchant__clothing,1736.0,2022-02-01 00:00:00.000
M-4BSXJY3Y,P-R80WGNC9,2024-03-01,648.0,merchant__clothing,700.0,2024-03-01 00:00:00.000
M-SAXYECYZ,P-0H1EWXEB,2022-01-01,5168.0,merchant__bigboxretailer,5244.0,2022-01-01 00:00:00.000
M-ZWB3IVEN,P-0H1EWXEB,2021-12-01,185.0,merchant__electronics,185.0,2021-12-01 00:00:00.000
M-OAT9JI16,P-GLYGF0FD,2023-01-01,93.0,merchant__bigboxretailer,93.0,2023-01-01 00:00:00.000
M-MRCFF8TZ,P-GJNTTNBZ,2022-03-01,635.0,merchant__clothing,635.0,2022-03-01 00:00:00.000
M-KVHEK0S3,P-Z1Q1R8RB,2024-06-01,816.0,merchant__electronics,816.0,2024-06-01 00:00:00.000
M-YUMPTSKY,P-0H1EWXEB,2023-03-01,3863.0,merchant__bigboxretailer,3940.0,2023-03-01 00:00:00.000
M-9M3AXM0R,P-GJNTTNBZ,2023-09-01,2955.0,merchant__bigboxretailer,3033.0,2023-09-01 00:00:00.000
M-AKM2UQO2,P-0H1EWXEB,2024-04-01,185.0,merchant__electronics,185.0,2024-04-01 00:00:00.000
M-XXS9QRA6,P-F2TJEYP5,2024-01-01,995.0,merchant__clothing,1061.0,2024-01-01 00:00:00.000
M-OUX837W2,P-L5A1FDV2,2021-10-01,187.0,merchant__electronics,187.0,2021-10-01 00:00:00.000
M-HHOO8NX9,P-2P3LQ8WQ,2024-05-01,1618.0,merchant__clothing,1640.0,2024-05-01 00:00:00.000
M-20TC1GSP,P-9GDEYYQC,2022-02-01,1974.0,merchant__clothing,2018.0,2022-02-01 00:00:00.000
M-9YRJ5BWJ,P-MHEIN6RB,2024-10-01,24.0,merchant__electronics,24.0,2024-10-01 00:00:00.000
M-0I4VTBG3,P-CPDTNDJE,2022-11-01,2118.0,merchant__clothing,2164.0,2022-11-01 00:00:00.000
M-XWR27HIG,P-QLTVCLVI,2024-08-01,959.0,merchant__clothing,989.0,2024-08-01 00:00:00.000
M-MVVYDHWP,P-Q0V5HRZM,2022-09-01,321.0,merchant__electronics,321.0,2022-09-01 00:00:00.000
M-QTACA7EN,P-NCFZW74X,2024-05-01,603.0,merchant__clothing,603.0,2024-05-01 00:00:00.000
M-QVF98OFB,P-Y2RWSLCK,2022-02-01,4765.0,merchant__bigboxretailer,4851.0,2022-02-01 00:00:00.000
M-PG5TJ8MJ,P-1KUMBXBO,2024-04-01,212.0,merchant__electronics,212.0,2024-04-01 00:00:00.000
M-PMAEIYEO,P-GLYGF0FD,2023-08-01,5751.0,merchant__electronics,6057.0,2023-08-01 00:00:00.000
M-UQF17PA4,P-FBIWQ337,2024-12-01,2763.0,merchant__electronics,2987.0,2024-12-01 00:00:00.000
M-GOG7P5NE,P-Z1Q1R8RB,2023-01-01,816.0,merchant__electronics,816.0,2023-01-01 00:00:00.000
M-KNNCPOTU,P-KCMHG45S,2021-12-01,214.0,merchant__bigboxretailer,214.0,2021-12-01 00:00:00.000
M-8RRL9NQ8,P-F2TJEYP5,2022-07-01,846.0,merchant__bigboxretailer,846.0,2022-07-01 00:00:00.000
M-QS8M5FPG,P-GEN70VB8,2023-02-01,1565.0,merchant__clothing,1603.0,2023-02-01 00:00:00.000
M-MXGEFHLU,P-VZYM7XLO,2022-04-01,801.0,merchant__bigboxretailer,801.0,2022-04-01 00:00:00.000
M-J4NJN3YZ,P-17VW055N,2023-10-01,233.0,merchant__clothing,233.0,2023-10-01 00:00:00.000
M-FCUE50XQ,P-6BW9THKE,2022-08-01,628.0,merchant__clothing,628.0,2022-08-01 00:00:00.000
M-5OF2DYEV,P-RUWT9IQL,2021-10-01,297.0,merchant__clothing,297.0,2021-10-01 00:00:00.000
M-QK0KRXA8,P-F2TJEYP5,2022-03-01,534.0,merchant__electronics,534.0,2022-03-01 00:00:00.000
M-ULIB7L31,P-7YGKX2EQ,2022-10-01,209.0,merchant__bigboxretailer,209.0,2022-10-01 00:00:00.000
M-JVRLT5XP,P-EG3YJ338,2023-10-01,42.0,merchant__electronics,42.0,2023-10-01 00:00:00.000
M-R7C5BA7E,P-4L2BPQDZ,2023-11-01,572.0,merchant__bigboxretailer,572.0,2023-11-01 00:00:00.000
M-V47STIHB,P-9GDEYYQC,2021-11-01,10532.0,merchant__electronics,10759.0,2021-11-01 00:00:00.000
M-9IO1N8VF,P-9GDEYYQC,2024-08-01,3587.0,merchant__electronics,3815.0,2024-08-01 00:00:00.000
M-ULDAWW8A,P-TMFDHTNI,2023-01-01,4283.0,merchant__bigboxretailer,4367.0,2023-01-01 00:00:00.000
M-1XZ0J0WD,P-GJNTTNBZ,2023-07-01,24.0,merchant__electronics,24.0,2023-07-01 00:00:00.000
M-RDE5OD4T,P-I82KT6GS,2024-03-01,494.0,merchant__electronics,494.0,2024-03-01 00:00:00.000
M-1GIF8EQM,P-GLYGF0FD,2023-11-01,1414.0,merchant__clothing,1441.0,2023-11-01 00:00:00.000
M-BXYY9HQZ,P-EG3YJ338,2024-01-01,42.0,merchant__electronics,42.0,2024-01-01 00:00:00.000
M-UAOE1PC2,P-UB0JXL3L,2021-11-01,5004.0,merchant__bigboxretailer,5128.0,2021-11-01 00:00:00.000
M-ZZ4KLGWW,P-F2TJEYP5,2023-04-01,534.0,merchant__electronics,534.0,2023-04-01 00:00:00.000
M-1G164J5E,P-AJ2G8KSW,2023-09-01,1359.0,merchant__clothing,1397.0,2023-09-01 00:00:00.000
M-1GNW982R,P-GLYGF0FD,2024-05-01,93.0,merchant__bigboxretailer,93.0,2024-05-01 00:00:00.000
M-2KUNVITG,P-9GDEYYQC,2021-11-01,2095.0,merchant__clothing,2131.0,2021-11-01 00:00:00.000
M-WPSLA0V4,P-X5JEKM0B,2023-11-01,5387.0,merchant__electronics,5581.0,2023-11-01 00:00:00.000
M-Y099ASRE,P-VIJEYOYB,2024-03-01,23.0,merchant__electronics,23.0,2024-03-01 00:00:00.000
M-5P3PLCCM,P-41V30DW4,2024-11-01,278.0,merchant__electronics,278.0,2024-11-01 00:00:00.000
M-LHKGL6I4,P-1GOR71BN,2024-03-01,530.0,merchant__electronics,530.0,2024-03-01 00:00:00.000
M-27VZG0U8,P-GLYGF0FD,2024-05-01,3803.0,merchant__electronics,3964.0,2024-05-01 00:00:00.000
M-9UUJHGZV,P-6BW9THKE,2021-10-01,233.0,merchant__electronics,233.0,2021-10-01 00:00:00.000
M-J5OYTEXW,P-I82KT6GS,2024-02-01,947.0,merchant__clothing,947.0,2024-02-01 00:00:00.000
M-WXK0RJ3D,P-Q05V2UBU,2022-09-01,58.0,merchant__bigboxretailer,58.0,2022-09-01 00:00:00.000
M-WNV2LNWN,P-6BW9THKE,2024-09-01,1708.0,merchant__bigboxretailer,1802.0,2024-09-01 00:00:00.000
M-D0PVSRTB,P-DU8MH4NR,2024-12-01,730.0,merchant__clothing,760.0,2024-12-01 00:00:00.000
M-A8SYZRSU,P-88I28DAN,2024-06-01,496.0,merchant__bigboxretailer,496.0,2024-06-01 00:00:00.000
M-SI7GQ9BP,P-6BW9THKE,2023-09-01,233.0,merchant__electronics,233.0,2023-09-01 00:00:00.000
M-YXA5TJU8,P-41V30DW4,2022-10-01,2071.0,merchant__clothing,2094.0,2022-10-01 00:00:00.000
M-WZ3VBXPB,P-KCMHG45S,2022-03-01,9240.0,merchant__electronics,9490.0,2022-03-01 00:00:00.000
M-IRTZA8M1,P-NCFZW74X,2023-08-01,2576.0,merchant__bigboxretailer,2644.0,2023-08-01 00:00:00.000
M-QR3XUWAT,P-TMFDHTNI,2022-07-01,4940.0,merchant__bigboxretailer,5015.0,2022-07-01 00:00:00.000
M-AKW75E53,P-KHZOEJGR,2023-11-01,1649.0,merchant__clothing,1668.0,2023-11-01 00:00:00.000
M-C1TY3CIC,P-Q05V2UBU,2023-01-01,832.0,merchant__electronics,832.0,2023-01-01 00:00:00.000
M-B11K5KU9,P-1FGKWX2V,2024-02-01,838.0,merchant__electronics,838.0,2024-02-01 00:00:00.000
M-Q0VK9MUQ,P-DK4WOLO6,2022-01-01,37.0,merchant__bigboxretailer,37.0,2022-01-01 00:00:00.000
M-ERSE9N6T,P-FQE6KSM0,2021-10-01,898.0,merchant__electronics,898.0,2021-10-01 00:00:00.000
M-DX566VMY,P-YS1Q5YHK,2022-09-01,4237.0,merchant__bigboxretailer,4360.0,2022-09-01 00:00:00.000
M-BO929YB1,P-86UWICUH,2024-08-01,1335.0,merchant__clothing,1357.0,2024-08-01 00:00:00.000
M-DGUK0US6,P-6BW9THKE,2023-06-01,3198.0,merchant__bigboxretailer,3311.0,2023-06-01 00:00:00.000
M-RG2XCNOJ,P-1KUMBXBO,2022-07-01,212.0,merchant__electronics,212.0,2022-07-01 00:00:00.000
M-35XU30ML,P-9GDEYYQC,2021-12-01,10369.0,merchant__electronics,10532.0,2021-12-01 00:00:00.000
M-V0TQ7ZZR,P-FLJC8ZF6,2024-01-01,921.0,merchant__clothing,921.0,2024-01-01 00:00:00.000
M-AAP92E91,P-L5A1FDV2,2023-06-01,187.0,merchant__electronics,187.0,2023-06-01 00:00:00.000
M-28VOKJEQ,P-FLJC8ZF6,2023-02-01,7293.0,merchant__electronics,7532.0,2023-02-01 00:00:00.000
M-Q8UUWYCW,P-WI0WGQ0C,2022-11-01,799.0,merchant__electronics,799.0,2022-11-01 00:00:00.000
M-UX37YU73,P-XU5MN3U7,2024-07-01,952.0,merchant__electronics,952.0,2024-07-01 00:00:00.000
M-QMIAS2EF,P-UB0JXL3L,2022-09-01,408.0,merchant__electronics,408.0,2022-09-01 00:00:00.000
M-4RLNPCD8,P-17VW055N,2021-12-01,233.0,merchant__clothing,233.0,2021-12-01 00:00:00.000
M-INAAP4F9,P-6NMK0E10,2023-11-01,1544.0,merchant__clothing,1577.0,2023-11-01 00:00:00.000
M-TLK0R6TH,P-CB7JJDYR,2023-02-01,2010.0,merchant__clothing,2057.0,2023-02-01 00:00:00.000
M-UXX4OUKB,P-JM1OCRS6,2024-06-01,3599.0,merchant__electronics,3785.0,2024-06-01 00:00:00.000
M-8NTMTV75,P-88I28DAN,2023-09-01,496.0,merchant__bigboxretailer,496.0,2023-09-01 00:00:00.000
M-147NT92E,P-CPDTNDJE,2024-04-01,1503.0,merchant__clothing,1527.0,2024-04-01 00:00:00.000
M-8O61ZHIY,P-41V30DW4,2023-08-01,3164.0,merchant__bigboxretailer,3265.0,2023-08-01 00:00:00.000
M-NU35AGHT,P-86UWICUH,2024-04-01,1492.0,merchant__clothing,1506.0,2024-04-01 00:00:00.000
M-F7OX9A5I,P-RC9I1YFM,2023-03-01,759.0,merchant__electronics,759.0,2023-03-01 00:00:00.000
M-DKXCICOC,P-6R63U2JU,2024-12-01,547.0,merchant__clothing,547.0,2024-12-01 00:00:00.000
M-UBSJC2JV,P-CB7JJDYR,2022-11-01,385.0,merchant__bigboxretailer,385.0,2022-11-01 00:00:00.000
M-X9D2SRQJ,P-Y2RWSLCK,2024-08-01,3150.0,merchant__electronics,3375.0,2024-08-01 00:00:00.000
M-6LHOMX5T,P-3ZHF3Q97,2023-04-01,1344.0,merchant__clothing,1352.0,2023-04-01 00:00:00.000
M-C7CNA7IK,P-ARA49TZS,2024-08-01,3215.0,merchant__electronics,3400.0,2024-08-01 00:00:00.000
M-GSO9GAZ7,P-Y2RWSLCK,2024-04-01,2213.0,merchant__bigboxretailer,2330.0,2024-04-01 00:00:00.000
M-SOTFJS06,P-EOPE7IHA,2022-05-01,9057.0,merchant__electronics,9306.0,2022-05-01 00:00:00.000
M-1RJ4GSLZ,P-XU5MN3U7,2022-03-01,4496.0,merchant__bigboxretailer,4593.0,2022-03-01 00:00:00.000
M-HPRLW8IJ,P-MHEIN6RB,2024-09-01,2270.0,merchant__bigboxretailer,2370.0,2024-09-01 00:00:00.000
M-FPFFEX5W,P-3Z3UNUJF,2021-12-01,2399.0,merchant__clothing,2437.0,2021-12-01 00:00:00.000
M-5A6KUZEV,P-3KZWUNVC,2022-09-01,596.0,merchant__electronics,596.0,2022-09-01 00:00:00.000
M-MNG7ES2K,P-R80WGNC9,2022-11-01,1246.0,merchant__clothing,1270.0,2022-11-01 00:00:00.000
M-BDUPTVGK,P-24XYAMNJ,2021-12-01,465.0,merchant__electronics,465.0,2021-12-01 00:00:00.000
M-G50FOYIV,P-7HFAJIE8,2022-09-01,326.0,merchant__bigboxretailer,326.0,2022-09-01 00:00:00.000
M-S7985YSJ,P-EG3YJ338,2022-06-01,346.0,merchant__bigboxretailer,346.0,2022-06-01 00:00:00.000
M-UKTSHX8S,P-14Z846TC,2022-02-01,9527.0,merchant__electronics,9684.0,2022-02-01 00:00:00.000
M-Q37X40AI,P-1FGKWX2V,2022-05-01,419.0,merchant__clothing,419.0,2022-05-01 00:00:00.000
M-08F84JPG,P-6BW9THKE,2024-05-01,233.0,merchant__electronics,233.0,2024-05-01 00:00:00.000
M-868N8NHF,P-RUWT9IQL,2023-07-01,297.0,merchant__clothing,297.0,2023-07-01 00:00:00.000
M-YLT9GWHE,P-FVCDEIME,2023-04-01,121.0,merchant__bigboxretailer,121.0,2023-04-01 00:00:00.000
M-OVYPWUYP,P-FBIWQ337,2023-04-01,7334.0,merchant__electronics,7538.0,2023-04-01 00:00:00.000
M-6C9UJR0M,P-6BW9THKE,2021-12-01,233.0,merchant__electronics,233.0,2021-12-01 00:00:00.000
M-T78QCLVU,P-TMFDHTNI,2022-01-01,439.0,merchant__electronics,439.0,2022-01-01 00:00:00.000
M-PXJC3DT4,P-X5JEKM0B,2021-12-01,10082.0,merchant__electronics,10322.0,2021-12-01 00:00:00.000
M-098I37AL,P-NCFZW74X,2022-03-01,4362.0,merchant__bigboxretailer,4501.0,2022-03-01 00:00:00.000
M-9TGG0D4Y,P-JM1OCRS6,2024-01-01,4599.0,merchant__electronics,4813.0,2024-01-01 00:00:00.000
M-HYSICW17,P-3Z3UNUJF,2023-03-01,732.0,merchant__electronics,732.0,2023-03-01 00:00:00.000
M-N1IUK2N5,P-0H1EWXEB,2024-04-01,226.0,merchant__clothing,226.0,2024-04-01 00:00:00.000
M-OB6FSRI6,P-ANQV2M79,2022-08-01,425.0,merchant__clothing,425.0,2022-08-01 00:00:00.000
M-ZR2XFRXW,P-H8SRYPZ7,2024-01-01,2800.0,merchant__bigboxretailer,2909.0,2024-01-01 00:00:00.000
M-APJ27C9U,P-7HFAJIE8,2023-12-01,1393.0,merchant__clothing,1413.0,2023-12-01 00:00:00.000
M-QA1S7GG3,P-JM1OCRS6,2024-07-01,3430.0,merchant__electronics,3599.0,2024-07-01 00:00:00.000
M-MJ0PXN72,P-X5JEKM0B,2021-11-01,276.0,merchant__bigboxretailer,276.0,2021-11-01 00:00:00.000
M-4OBW67NJ,P-RDU4ZGRH,2021-11-01,2517.0,merchant__clothing,2542.0,2021-11-01 00:00:00.000
M-LSRW5ANW,P-CB7JJDYR,2022-10-01,43.0,merchant__electronics,43.0,2022-10-01 00:00:00.000
M-1P0RGFJF,P-AJ2G8KSW,2024-04-01,3854.0,merchant__electronics,4069.0,2024-04-01 00:00:00.000
M-UJM6LK7X,P-09HVI1I7,2024-09-01,3144.0,merchant__electronics,3376.0,2024-09-01 00:00:00.000
M-BV6QYVC1,P-6NMK0E10,2023-02-01,1886.0,merchant__clothing,1909.0,2023-02-01 00:00:00.000
M-ENWCVIEO,P-0H1EWXEB,2024-03-01,185.0,merchant__electronics,185.0,2024-03-01 00:00:00.000
M-PYZHI30S,P-KHZOEJGR,2024-09-01,595.0,merchant__bigboxretailer,595.0,2024-09-01 00:00:00.000
M-6RVKA1MY,P-1KUMBXBO,2024-02-01,2481.0,merchant__bigboxretailer,2574.0,2024-02-01 00:00:00.000
M-N5F3ZR4A,P-17VW055N,2022-04-01,4719.0,merchant__bigboxretailer,4815.0,2022-04-01 00:00:00.000
M-QQYDBAWR,P-88I28DAN,2023-03-01,993.0,merchant__clothing,1039.0,2023-03-01 00:00:00.000
M-IZQ21HD4,P-6CGMXPQW,2024-04-01,334.0,merchant__bigboxretailer,334.0,2024-04-01 00:00:00.000
M-P97QWYDI,P-RW6DH6EB,2024-02-01,992.0,merchant__clothing,1016.0,2024-02-01 00:00:00.000
M-DJYJ403Q,P-CLPSN2L9,2024-04-01,406.0,merchant__clothing,406.0,2024-04-01 00:00:00.000
M-XWDBNUB4,P-09HVI1I7,2022-03-01,9402.0,merchant__electronics,9587.0,2022-03-01 00:00:00.000
M-IFHT49YH,P-VVRTR13E,2021-11-01,995.0,merchant__bigboxretailer,995.0,2021-11-01 00:00:00.000
M-ONVZW04T,P-Z1Q1R8RB,2023-11-01,748.0,merchant__clothing,748.0,2023-11-01 00:00:00.000
M-YDA8B0LP,P-RUWT9IQL,2023-08-01,2999.0,merchant__bigboxretailer,3092.0,2023-08-01 00:00:00.000
M-AH5BQXMT,P-F2TJEYP5,2022-09-01,1557.0,merchant__clothing,1596.0,2022-09-01 00:00:00.000
M-S7ANSJDR,P-PSGTPT0C,2022-07-01,4475.0,merchant__bigboxretailer,4566.0,2022-07-01 00:00:00.000
M-7S1Y7KFJ,P-7O91ZPJP,2021-12-01,2394.0,merchant__clothing,2411.0,2021-12-01 00:00:00.000
M-JDV9AST7,P-X5JEKM0B,2023-08-01,1577.0,merchant__clothing,1598.0,2023-08-01 00:00:00.000
M-OCHEIX04,P-L5A1FDV2,2021-11-01,1714.0,merchant__clothing,1764.0,2021-11-01 00:00:00.000
M-6FXOY62J,P-GLYGF0FD,2024-01-01,93.0,merchant__bigboxretailer,93.0,2024-01-01 00:00:00.000
M-JBA25P2D,P-7YGKX2EQ,2022-03-01,209.0,merchant__bigboxretailer,209.0,2022-03-01 00:00:00.000
M-ILTZE01Z,P-3ZHF3Q97,2023-11-01,1097.0,merchant__clothing,1147.0,2023-11-01 00:00:00.000
M-ZHSSVH0E,P-NCFZW74X,2022-07-01,354.0,merchant__electronics,354.0,2022-07-01 00:00:00.000
M-XJO2T3KX,P-14Z846TC,2024-12-01,2283.0,merchant__electronics,2506.0,2024-12-01 00:00:00.000
M-NZRLB8AI,P-7O91ZPJP,2023-11-01,1649.0,merchant__clothing,1672.0,2023-11-01 00:00:00.000
M-PPWHECN0,P-6NMK0E10,2022-01-01,2255.0,merchant__clothing,2308.0,2022-01-01 00:00:00.000
M-HF7T9E07,P-BQUWMGGX,2022-03-01,5292.0,merchant__bigboxretailer,5429.0,2022-03-01 00:00:00.000
M-HE8SBPKD,P-PSGTPT0C,2024-11-01,33.0,merchant__clothing,33.0,2024-11-01 00:00:00.000
M-PTPLIKW9,P-HP2GUQIM,2021-12-01,2080.0,merchant__clothing,2115.0,2021-12-01 00:00:00.000
M-FFI32QBU,P-FQE6KSM0,2024-02-01,692.0,merchant__bigboxretailer,692.0,2024-02-01 00:00:00.000
M-2GDU7PBF,P-ARA49TZS,2023-09-01,5825.0,merchant__electronics,6030.0,2023-09-01 00:00:00.000
M-4Z1ET0NL,P-Z4S8WKWL,2023-09-01,985.0,merchant__electronics,985.0,2023-09-01 00:00:00.000
M-QDGD6K4R,P-41V30DW4,2024-09-01,1650.0,merchant__bigboxretailer,1720.0,2024-09-01 00:00:00.000
M-R9KRO8VU,P-3Z3UNUJF,2024-08-01,607.0,merchant__bigboxretailer,607.0,2024-08-01 00:00:00.000
M-2XUGY4FZ,P-X5JEKM0B,2022-12-01,276.0,merchant__bigboxretailer,276.0,2022-12-01 00:00:00.000
M-48DOP58C,P-1KUMBXBO,2022-07-01,404.0,merchant__clothing,404.0,2022-07-01 00:00:00.000
M-1G487FA7,P-RDU4ZGRH,2023-03-01,6882.0,merchant__electronics,7060.0,2023-03-01 00:00:00.000
M-VXN66G8B,P-6BW9THKE,2024-09-01,628.0,merchant__clothing,628.0,2024-09-01 00:00:00.000
M-AFK0MTCS,P-6RJFHPGV,2022-07-01,443.0,merchant__bigboxretailer,443.0,2022-07-01 00:00:00.000
M-PYJYKPJD,P-Q0V5HRZM,2021-11-01,321.0,merchant__electronics,321.0,2021-11-01 00:00:00.000
M-IC1XWFUM,P-70Q76OUV,2023-02-01,726.0,merchant__electronics,726.0,2023-02-01 00:00:00.000
M-Q2KRAGX3,P-1GOR71BN,2022-01-01,530.0,merchant__electronics,530.0,2022-01-01 00:00:00.000
M-VVXBRIF7,P-Z4S8WKWL,2024-02-01,985.0,merchant__electronics,985.0,2024-02-01 00:00:00.000
M-D1IWB8RZ,P-6BW9THKE,2022-06-01,4516.0,merchant__bigboxretailer,4628.0,2022-06-01 00:00:00.000
M-06WLKRZE,P-FLJC8ZF6,2024-09-01,1864.0,merchant__bigboxretailer,1961.0,2024-09-01 00:00:00.000
M-1QAZNY43,P-3QPJTNTV,2024-12-01,1188.0,merchant__clothing,1220.0,2024-12-01 00:00:00.000
M-UN1R898H,P-1FGKWX2V,2023-06-01,3444.0,merchant__bigboxretailer,3515.0,2023-06-01 00:00:00.000
M-HKOLI90Q,P-DU8MH4NR,2021-12-01,2060.0,merchant__clothing,2087.0,2021-12-01 00:00:00.000
M-Y6VBLIVI,P-MHEIN6RB,2024-04-01,24.0,merchant__electronics,24.0,2024-04-01 00:00:00.000
M-RPXTDABK,P-D1XDPQSF,2024-01-01,4899.0,merchant__electronics,5135.0,2024-01-01 00:00:00.000
M-LVCICC9W,P-09HVI1I7,2022-04-01,1803.0,merchant__clothing,1824.0,2022-04-01 00:00:00.000
M-DLVNAFGG,P-MHEIN6RB,2021-12-01,5908.0,merchant__bigboxretailer,5985.0,2021-12-01 00:00:00.000
M-LA27EPXF,P-KHZOEJGR,2023-05-01,1879.0,merchant__clothing,1908.0,2023-05-01 00:00:00.000
M-6RG4AYN4,P-ANQV2M79,2023-02-01,509.0,merchant__electronics,509.0,2023-02-01 00:00:00.000
M-TQX75B83,P-8BHI76F5,2024-06-01,1827.0,merchant__bigboxretailer,1935.0,2024-06-01 00:00:00.000
M-BKD6GFU9,P-VIJEYOYB,2024-01-01,268.0,merchant__clothing,268.0,2024-01-01 00:00:00.000
M-CCACR0BO,P-KCMHG45S,2022-06-01,8512.0,merchant__electronics,8809.0,2022-06-01 00:00:00.000
M-T78TBJM7,P-YS1Q5YHK,2021-10-01,675.0,merchant__clothing,675.0,2021-10-01 00:00:00.000
M-QKA8E1OK,P-8BHI76F5,2022-05-01,773.0,merchant__clothing,773.0,2022-05-01 00:00:00.000
M-O0SWYQ6J,P-NCFZW74X,2022-10-01,354.0,merchant__electronics,354.0,2022-10-01 00:00:00.000
M-31DC9QBK,P-1KUMBXBO,2022-06-01,4592.0,merchant__bigboxretailer,4727.0,2022-06-01 00:00:00.000
M-U8NPOK61,P-CYKBPXIA,2022-09-01,326.0,merchant__clothing,326.0,2022-09-01 00:00:00.000
M-9FIH46UQ,P-XU5MN3U7,2024-11-01,1150.0,merchant__bigboxretailer,1248.0,2024-11-01 00:00:00.000
M-ZYXTI0HR,P-VIJEYOYB,2024-01-01,2393.0,merchant__bigboxretailer,2518.0,2024-01-01 00:00:00.000
M-XH6LO3V5,P-24XYAMNJ,2024-08-01,304.0,merchant__clothing,304.0,2024-08-01 00:00:00.000
M-7LDEC2IU,P-70Q76OUV,2024-02-01,1465.0,merchant__clothing,1512.0,2024-02-01 00:00:00.000
M-YDRWLUVI,P-FBIWQ337,2024-01-01,924.0,merchant__clothing,959.0,2024-01-01 00:00:00.000
M-1LIPGMHM,P-NCFZW74X,2022-07-01,603.0,merchant__clothing,603.0,2022-07-01 00:00:00.000
M-MO3P4EDB,P-9GDEYYQC,2022-08-01,8621.0,merchant__electronics,8868.0,2022-08-01 00:00:00.000
M-FBHQMHLC,P-ARA49TZS,2024-08-01,2001.0,merchant__bigboxretailer,2059.0,2024-08-01 00:00:00.000
M-40313ZYW,P-VZYM7XLO,2023-03-01,1828.0,merchant__clothing,1852.0,2023-03-01 00:00:00.000
M-E102PCQS,P-HP2GUQIM,2023-02-01,337.0,merchant__electronics,337.0,2023-02-01 00:00:00.000
M-D8QTGHBM,P-2COKN5Z7,2022-02-01,842.0,merchant__clothing,842.0,2022-02-01 00:00:00.000
M-36KDOTD9,P-0H1EWXEB,2023-09-01,226.0,merchant__clothing,226.0,2023-09-01 00:00:00.000
M-4Q12RWLJ,P-2P3LQ8WQ,2022-10-01,908.0,merchant__electronics,908.0,2022-10-01 00:00:00.000
M-JO499F81,P-RW6DH6EB,2024-10-01,726.0,merchant__clothing,757.0,2024-10-01 00:00:00.000
M-UYVQKWDZ,P-8BHI76F5,2023-04-01,3112.0,merchant__bigboxretailer,3206.0,2023-04-01 00:00:00.000
M-5Y1EX43C,P-EG3YJ338,2022-05-01,2176.0,merchant__clothing,2201.0,2022-05-01 00:00:00.000
M-C4C2NB1Y,P-3ZHF3Q97,2023-12-01,144.0,merchant__bigboxretailer,144.0,2023-12-01 00:00:00.000
M-OAHDDQRT,P-RC9I1YFM,2023-08-01,1573.0,merchant__clothing,1608.0,2023-08-01 00:00:00.000
M-B4HAWC07,P-PSGTPT0C,2022-02-01,9721.0,merchant__electronics,9922.0,2022-02-01 00:00:00.000
M-PJC1K2QE,P-GLYGF0FD,2022-04-01,2013.0,merchant__clothing,2035.0,2022-04-01 00:00:00.000
M-MQX7A9F7,P-7YGKX2EQ,2024-02-01,1306.0,merchant__clothing,1332.0,2024-02-01 00:00:00.000
M-8LY883PC,P-G0AEWWH1,2023-07-01,6191.0,merchant__electronics,6375.0,2023-07-01 00:00:00.000
M-GYK3Q9AO,P-IVPJAWWH,2023-05-01,801.0,merchant__electronics,801.0,2023-05-01 00:00:00.000
M-3TL4ZQ0E,P-X5JEKM0B,2024-08-01,276.0,merchant__bigboxretailer,276.0,2024-08-01 00:00:00.000
M-2NPMMSIT,P-DK4WOLO6,2022-05-01,37.0,merchant__bigboxretailer,37.0,2022-05-01 00:00:00.000
M-SD3J92DW,P-VVRTR13E,2023-02-01,995.0,merchant__bigboxretailer,995.0,2023-02-01 00:00:00.000
M-88Y9DM1L,P-RDU4ZGRH,2022-11-01,7740.0,merchant__electronics,7949.0,2022-11-01 00:00:00.000
