return_id,order__order_id,product__product_id,customer__customer_id,return_unit_cost,return_unit_quantity,wdf__client_id,return_unit_paid_amount,date,return_date
R-4CEL9EMF,O-3F2C9XRI,P-6BW9THKE,C-UPH6WIBJ,563.2,1.0,merchant__bigboxretailer,488.96,2023-06-30 03:57:50.000,2023-06-30 03:57:50.000
R-M3SR6HTK,O-VOUUD635,P-7O91ZPJP,C-YO8KRZQN,499.86,5.0,merchant__electronics,298.28,2023-07-29 15:40:10.000,2023-07-29 15:40:10.000
R-3X5YCEAI,O-OKIKY1OP,P-M0PIJU56,C-LPNF02Z3,152.71,10.0,merchant__clothing,278.48,2022-06-01 00:40:02.000,2022-06-01 00:40:02.000
R-71C6CPA3,O-86GWAG4F,P-Y2RWSLCK,C-MPQA5ZDF,767.3,9.0,merchant__bigboxretailer,662.87,2022-12-08 17:41:21.000,2022-12-08 17:41:21.000
R-0CQZDRV6,O-CIULYIU4,P-ARA49TZS,C-SPR4RH43,296.76,2.0,merchant__electronics,653.07,2022-10-05 16:47:31.000,2022-10-05 16:47:31.000
R-6WXI30OY,O-1RVO3RBN,P-1GOR71BN,C-6UIYHCB5,53.56,9.0,merchant__clothing,155.19,2022-12-31 02:27:38.000,2022-12-31 02:27:38.000
R-CHMDXE7L,O-OFNXM1LT,P-EOPE7IHA,C-REG5HLQD,613.85,9.0,merchant__electronics,565.88,2022-11-30 05:20:12.000,2022-11-30 05:20:12.000
R-6J989OGG,O-1CQ2JYQ1,P-DK4WOLO6,C-ESY1AWW5,279.08,5.0,merchant__electronics,612.44,2024-10-04 01:50:26.000,2024-10-04 01:50:26.000
R-9T8NUFMM,O-RUSJAQRN,P-6BW9THKE,C-UCJ44QZE,97.83,10.0,merchant__bigboxretailer,354.54,2022-11-08 00:02:11.000,2022-11-08 00:02:11.000
R-NP0VZ5IS,O-0D682NV2,P-DK4WOLO6,C-SFHGOXMD,113.84,1.0,merchant__electronics,105.28,2024-11-09 04:44:45.000,2024-11-09 04:44:45.000
R-H9VZ2E67,O-9EK51GH5,P-Y2RWSLCK,C-0BQD92IF,138.21,5.0,merchant__electronics,138.38,2023-12-15 00:09:22.000,2023-12-15 00:09:22.000
R-BCLWR1Q7,O-N65BCWSI,P-PSGTPT0C,C-BAQ76JP8,28.89,10.0,merchant__bigboxretailer,655.14,2023-01-11 12:03:07.000,2023-01-11 12:03:07.000
R-XTI5D7VG,O-QO34KGLR,P-Y2RWSLCK,C-LWJDW1W4,38.24,1.0,merchant__electronics,359.43,2024-09-12 09:20:00.000,2024-09-12 09:20:00.000
R-1A6F5RX0,O-BCP6W5YD,P-CLPSN2L9,C-QJLBBGHG,461.9,1.0,merchant__bigboxretailer,570.81,2022-01-25 15:40:34.000,2022-01-25 15:40:34.000
R-Z7VNHZPM,O-V3PMTDQK,P-CPDTNDJE,C-8FZJO86O,334.4,9.0,merchant__bigboxretailer,440.75,2023-05-31 07:49:56.000,2023-05-31 07:49:56.000
R-AOMFFXPU,O-BAR65RDD,P-FBIWQ337,C-T2EZLCNW,55.14,4.0,merchant__electronics,68.44,2024-10-03 17:46:41.000,2024-10-03 17:46:41.000
R-DSCOJ1RJ,O-VRX1YZ1Z,P-VIJEYOYB,C-E47M6GJR,323.64,5.0,merchant__bigboxretailer,331.19,2022-03-14 10:52:00.000,2022-03-14 10:52:00.000
R-OZ1ZBUGG,O-L6DGYLA6,P-GJNTTNBZ,C-39CF0U7B,655.09,1.0,merchant__bigboxretailer,575.85,2023-09-02 05:06:02.000,2023-09-02 05:06:02.000
R-2IXXW78V,O-3EWDU0PG,P-VP08CDK1,C-L5JTFRL1,57.13,9.0,merchant__bigboxretailer,600.56,2024-08-14 12:06:41.000,2024-08-14 12:06:41.000
R-JKY5LZB1,O-LF40VQXJ,P-1FGKWX2V,C-QDW29TOW,104.0,1.0,merchant__bigboxretailer,225.83,2021-11-27 12:20:52.000,2021-11-27 12:20:52.000
R-0FBCFSUR,O-VQ5ZFQTJ,P-JM1OCRS6,C-ROURFF8T,277.78,10.0,merchant__bigboxretailer,579.19,2021-12-23 01:22:58.000,2021-12-23 01:22:58.000
R-NVLP4IWF,O-SAV944E6,P-CYKBPXIA,C-OL0HHPCS,591.13,1.0,merchant__bigboxretailer,741.47,2023-02-09 04:55:13.000,2023-02-09 04:55:13.000
R-QRDKCCGG,O-B5ZY8QBY,P-EOPE7IHA,C-VGMB4KY1,16.59,5.0,merchant__electronics,50.08,2024-12-10 13:07:55.000,2024-12-10 13:07:55.000
R-KEPE04BN,O-J89K6EZV,P-X5JEKM0B,C-B26IB9KB,53.25,6.0,merchant__electronics,557.06,2024-10-28 18:13:38.000,2024-10-28 18:13:38.000
R-UF11WIXF,O-6UBORRUY,P-XU5MN3U7,C-PMTPJ8MG,551.82,8.0,merchant__bigboxretailer,856.83,2023-12-15 05:46:38.000,2023-12-15 05:46:38.000
R-ASPCRX7P,O-CZUSSQZY,P-MHEIN6RB,C-ER6P2WNX,102.06,2.0,merchant__bigboxretailer,249.06,2023-08-21 13:51:47.000,2023-08-21 13:51:47.000
R-UUHHVN8W,O-UPZEEJBB,P-FBIWQ337,C-0WO3W5AW,144.67,10.0,merchant__electronics,383.26,2024-03-08 11:14:42.000,2024-03-08 11:14:42.000
R-CNQ12JQR,O-J2SYA9H2,P-2COKN5Z7,C-ZKGMQPUC,145.78,5.0,merchant__bigboxretailer,106.22,2023-03-30 06:20:44.000,2023-03-30 06:20:44.000
R-CR5V8V77,O-6KILVF8K,P-FBIWQ337,C-YHFHHBO3,126.15,7.0,merchant__electronics,149.92,2022-03-01 14:07:40.000,2022-03-01 14:07:40.000
R-LSXD3GU4,O-TTCWCETK,P-FBIWQ337,C-RD8B8K5D,458.11,7.0,merchant__electronics,366.14,2024-06-16 01:01:49.000,2024-06-16 01:01:49.000
R-YY3UZ273,O-A6IMMNDX,P-JM1OCRS6,C-XV4LYTO3,10.6,3.0,merchant__electronics,21.71,2022-08-13 16:13:01.000,2022-08-13 16:13:01.000
R-WNH20WAN,O-14AHW1MA,P-Y1E6PTO7,C-GYYGR3NB,884.78,9.0,merchant__bigboxretailer,755.64,2022-12-10 13:17:59.000,2022-12-10 13:17:59.000
R-RJD2EA2R,O-QQY5ICOT,P-14Z846TC,C-MTWA7FBG,169.95,8.0,merchant__bigboxretailer,289.25,2024-10-01 01:25:53.000,2024-10-01 01:25:53.000
R-C1H0MGRC,O-8DMTWWWN,P-8BHI76F5,C-7M4DW0TJ,140.38,3.0,merchant__bigboxretailer,251.23,2023-01-09 00:53:34.000,2023-01-09 00:53:34.000
R-3TI1I8X0,O-3F7VG73X,P-6R63U2JU,C-JNSBUBAX,170.87,4.0,merchant__bigboxretailer,362.74,2023-11-25 09:28:26.000,2023-11-25 09:28:26.000
R-NU8VIKWF,O-1HP6C2X1,P-RUWT9IQL,C-V7QBD3N6,518.38,2.0,merchant__bigboxretailer,534.53,2024-11-03 12:21:42.000,2024-11-03 12:21:42.000
R-3OMHLM47,O-56BQ1LC3,P-G0AEWWH1,C-JH9ALT1I,168.0,4.0,merchant__electronics,137.5,2023-10-08 04:37:22.000,2023-10-08 04:37:22.000
R-OBM1U4CB,O-L8WSTMQZ,P-9GDEYYQC,C-09SPV767,99.3,10.0,merchant__electronics,409.41,2023-09-03 05:45:11.000,2023-09-03 05:45:11.000
R-M5KJ4DEK,O-YSWWN2TE,P-Y1E6PTO7,C-H2GE5S9D,354.88,1.0,merchant__bigboxretailer,288.68,2022-08-23 06:09:23.000,2022-08-23 06:09:23.000
R-8WT8FVF8,O-FOTAMR2K,P-ARA49TZS,C-IL2I9PWZ,29.87,1.0,merchant__electronics,31.0,2024-01-25 10:05:45.000,2024-01-25 10:05:45.000
R-0DKWOIVW,O-YXAGGE99,P-8BHI76F5,C-TEJ3SA85,665.55,5.0,merchant__bigboxretailer,472.96,2024-03-24 13:53:46.000,2024-03-24 13:53:46.000
R-FUHU9ACY,O-EPOV079T,P-2COKN5Z7,C-GYYGR3NB,753.98,5.0,merchant__bigboxretailer,701.01,2022-12-28 16:24:20.000,2022-12-28 16:24:20.000
R-AQF5PD52,O-2ZEX3FIV,P-8BHI76F5,C-XN7D8IU9,273.46,1.0,merchant__bigboxretailer,490.6,2023-02-15 14:07:14.000,2023-02-15 14:07:14.000
R-J0FEYS0K,O-JK7NRO97,P-WEHJV5MG,C-9OXZBAIZ,56.34,3.0,merchant__bigboxretailer,40.72,2023-05-07 10:48:24.000,2023-05-07 10:48:24.000
R-GQPBUHLQ,O-MJ8S2Z8Y,P-41V30DW4,C-KF3LX83J,671.18,9.0,merchant__bigboxretailer,626.62,2023-06-06 13:17:41.000,2023-06-06 13:17:41.000
R-N9RL1QLC,O-O1HHLV5K,P-3QPJTNTV,C-1JQ0IC56,159.79,9.0,merchant__electronics,155.59,2022-06-05 19:46:28.000,2022-06-05 19:46:28.000
R-X7SSJCW7,O-QLDUJXVA,P-R80WGNC9,C-5RVOM1CE,98.85,10.0,merchant__electronics,161.83,2024-09-27 08:53:36.000,2024-09-27 08:53:36.000
R-CKUK94VA,O-08JQ7ZCS,P-09HVI1I7,C-69PYPU9D,67.75,1.0,merchant__electronics,410.49,2022-06-27 08:41:20.000,2022-06-27 08:41:20.000
R-B9KHBJSD,O-RJJAZ7FX,P-FEA649UJ,C-OMSRMASJ,174.16,6.0,merchant__electronics,180.55,2022-06-20 09:57:34.000,2022-06-20 09:57:34.000
R-5CJ2DHCQ,O-M8FE15MG,P-X5JEKM0B,C-FEHBH0RH,82.52,7.0,merchant__electronics,174.87,2024-02-24 06:23:50.000,2024-02-24 06:23:50.000
R-GD1LRH01,O-W97FKZNN,P-NCFZW74X,C-VTF4V6D9,115.77,4.0,merchant__bigboxretailer,78.21,2024-10-26 02:01:22.000,2024-10-26 02:01:22.000
R-DWWCAS0V,O-SY209T66,P-FEA649UJ,C-NS98RSDT,177.47,5.0,merchant__electronics,431.61,2021-12-12 05:38:15.000,2021-12-12 05:38:15.000
R-5GM3FCMW,O-CZUSSQZY,P-1KUMBXBO,C-ER6P2WNX,174.74,10.0,merchant__bigboxretailer,217.89,2023-08-20 13:47:26.000,2023-08-20 13:47:26.000
R-SPS0YZLQ,O-HUI5HU87,P-ARA49TZS,C-YHFHHBO3,702.44,5.0,merchant__electronics,792.21,2021-12-18 00:24:04.000,2021-12-18 00:24:04.000
R-BE6I0LRA,O-HCEGMKB3,P-YS1Q5YHK,C-3FM9IKHA,135.55,10.0,merchant__bigboxretailer,150.46,2022-03-31 14:09:00.000,2022-03-31 14:09:00.000
R-I1VWQCBT,O-Q885XSHT,P-CLPSN2L9,C-NVU9XHW0,50.48,4.0,merchant__bigboxretailer,772.28,2023-09-27 13:58:52.000,2023-09-27 13:58:52.000
R-UQAYAVTA,O-Q67HBAMR,P-CLPSN2L9,C-ZKB7M9MU,670.34,6.0,merchant__bigboxretailer,576.29,2024-11-07 07:53:25.000,2024-11-07 07:53:25.000
R-TKLM9SJO,O-1TYYU5O8,P-I82KT6GS,C-C53IJOOJ,303.1,5.0,merchant__bigboxretailer,231.92,2024-11-07 12:07:41.000,2024-11-07 12:07:41.000
R-3KJP59H1,O-P6CE5C5U,P-RDU4ZGRH,C-H0T1MAVT,56.49,8.0,merchant__electronics,65.01,2024-09-29 17:13:05.000,2024-09-29 17:13:05.000
R-MD7AD3W0,O-F22AXOIP,P-AJ2G8KSW,C-SOQNM2PW,80.74,4.0,merchant__electronics,70.91,2022-01-03 04:45:08.000,2022-01-03 04:45:08.000
R-ES6QXLN7,O-7N7X6EYG,P-09HVI1I7,C-OOZ5LY1A,228.15,1.0,merchant__electronics,361.41,2023-10-03 15:02:15.000,2023-10-03 15:02:15.000
R-AQ0I37QH,O-3IKZ8GSE,P-BQUWMGGX,C-90VMI369,187.79,1.0,merchant__bigboxretailer,425.41,2024-06-22 12:40:48.000,2024-06-22 12:40:48.000
R-REL2IU32,O-AHRSJHEU,P-WEHJV5MG,C-YO8KRZQN,614.07,7.0,merchant__electronics,464.15,2022-08-02 05:38:34.000,2022-08-02 05:38:34.000
R-QI1M8HU1,O-IZ01WHC8,P-KH5AMEZT,C-B2AKP4CB,129.87,10.0,merchant__bigboxretailer,638.65,2022-03-04 09:29:13.000,2022-03-04 09:29:13.000
R-BLQDRW7R,O-HHSTOCV4,P-DK4WOLO6,C-YHFHHBO3,41.41,5.0,merchant__electronics,186.93,2024-04-02 13:14:32.000,2024-04-02 13:14:32.000
R-BCQIWA6R,O-A38R3R5N,P-NCFZW74X,C-7M4DW0TJ,120.99,2.0,merchant__bigboxretailer,308.34,2022-04-06 12:28:53.000,2022-04-06 12:28:53.000
R-S26ZLVZA,O-CXTUKEHH,P-DK4WOLO6,C-QRWTKJ2G,91.98,6.0,merchant__electronics,121.76,2022-07-14 07:22:54.000,2022-07-14 07:22:54.000
R-7CE7IQX6,O-M3D2849P,P-NCFZW74X,C-QJLBBGHG,641.34,8.0,merchant__bigboxretailer,561.74,2022-01-17 12:54:38.000,2022-01-17 12:54:38.000
R-ZOFG90HC,O-EMR371BC,P-3KZWUNVC,C-LRMIBTF7,20.38,10.0,merchant__bigboxretailer,59.84,2022-03-12 13:43:15.000,2022-03-12 13:43:15.000
R-NC15DQXX,O-R3OG31ZK,P-R80WGNC9,C-9Z0LWJOB,3.43,1.0,merchant__electronics,2.41,2024-08-26 08:47:19.000,2024-08-26 08:47:19.000
R-6U2QI9BY,O-GT0EJLNY,P-GJNTTNBZ,C-H2GE5S9D,152.15,6.0,merchant__bigboxretailer,310.51,2024-09-11 06:01:52.000,2024-09-11 06:01:52.000
R-XD934O1Q,O-0CS3R8TG,P-PSGTPT0C,C-RQGE7TGX,33.98,7.0,merchant__bigboxretailer,143.14,2023-12-02 08:23:43.000,2023-12-02 08:23:43.000
R-WI1I9K91,O-M7O8XA1N,P-24XYAMNJ,C-ZKB7M9MU,430.68,7.0,merchant__bigboxretailer,422.26,2022-04-09 06:45:34.000,2022-04-09 06:45:34.000
R-0R2LRWTB,O-CP2E2DJS,P-FLJC8ZF6,C-1ERKEYQR,377.17,4.0,merchant__bigboxretailer,790.6,2024-10-20 05:02:16.000,2024-10-20 05:02:16.000
R-MMPW1WP3,O-749OHR0E,P-8BHI76F5,C-Z6CY267B,316.0,3.0,merchant__bigboxretailer,284.41,2023-11-12 15:24:11.000,2023-11-12 15:24:11.000
R-XHNGYC8L,O-N9VWMKDF,P-JM1OCRS6,C-0EC1SB87,131.29,10.0,merchant__bigboxretailer,345.6,2021-11-20 10:31:08.000,2021-11-20 10:31:08.000
R-B708OXX5,O-MNF1DJY9,P-41V30DW4,C-CM2Z4N87,31.89,9.0,merchant__bigboxretailer,273.36,2023-10-09 09:14:13.000,2023-10-09 09:14:13.000
R-CWQY9LA0,O-LIHJWLPC,P-CPDTNDJE,C-YR8JCK4V,33.33,5.0,merchant__bigboxretailer,340.09,2022-05-26 08:11:28.000,2022-05-26 08:11:28.000
R-86S5TDXC,O-3F2C9XRI,P-FLJC8ZF6,C-UPH6WIBJ,633.53,2.0,merchant__bigboxretailer,935.11,2023-06-28 02:05:57.000,2023-06-28 02:05:57.000
R-NRTAI3OV,O-BVT4KI5M,P-6NMK0E10,C-V5FRFBMQ,345.35,9.0,merchant__clothing,310.99,2023-05-27 00:02:33.000,2023-05-27 00:02:33.000
R-MQ9FAWO7,O-Q9U2ZXNG,P-PSGTPT0C,C-3UE27BFS,97.48,3.0,merchant__bigboxretailer,541.54,2023-05-07 00:56:31.000,2023-05-07 00:56:31.000
R-SZCEQMX6,O-3F7VG73X,P-JM1OCRS6,C-JNSBUBAX,481.89,10.0,merchant__bigboxretailer,449.3,2023-11-28 10:16:10.000,2023-11-28 10:16:10.000
R-VYOV1RIT,O-APP3MWZK,P-ARA49TZS,C-BZ9EU8NE,83.56,5.0,merchant__bigboxretailer,603.51,2024-01-18 10:47:56.000,2024-01-18 10:47:56.000
R-04IJ5572,O-AVQ260DA,P-XU5MN3U7,C-BAQ76JP8,89.41,6.0,merchant__bigboxretailer,189.15,2021-11-02 07:17:02.000,2021-11-02 07:17:02.000
R-QSXSW3V4,O-ZIC7ZF4Q,P-70Q76OUV,C-8Z27WCMU,579.57,2.0,merchant__clothing,621.74,2024-12-10 01:49:08.000,2024-12-10 01:49:08.000
R-USX9D2ZA,O-HKOECW3E,P-VIJEYOYB,C-WEDFOCPQ,336.22,10.0,merchant__bigboxretailer,276.17,2022-04-17 10:58:15.000,2022-04-17 10:58:15.000
R-13RMPX7Q,O-6ZR5P1F7,P-X5JEKM0B,C-TKNBOIUP,59.47,2.0,merchant__electronics,54.77,2023-03-31 18:28:26.000,2023-03-31 18:28:26.000
R-QGAWEQJX,O-J51B8FH5,P-Z1Q1R8RB,C-VW22QQBJ,38.86,10.0,merchant__bigboxretailer,320.14,2023-10-15 11:03:01.000,2023-10-15 11:03:01.000
R-TLELPQCP,O-L8RWB8B6,P-PSGTPT0C,C-LWJDW1W4,13.2,2.0,merchant__electronics,478.1,2022-08-29 01:58:14.000,2022-08-29 01:58:14.000
R-COBOHQHD,O-FOY413E2,P-XU5MN3U7,C-ZKB7M9MU,66.71,6.0,merchant__bigboxretailer,143.77,2024-04-02 03:10:05.000,2024-04-02 03:10:05.000
R-HLPAX8US,O-74UDRWUO,P-JM1OCRS6,C-XS2KF973,29.63,8.0,merchant__electronics,252.61,2023-03-15 11:12:15.000,2023-03-15 11:12:15.000
R-SHG5T9OI,O-V5BAQG3P,P-FVCDEIME,C-SOQNM2PW,53.8,3.0,merchant__electronics,646.98,2023-11-06 11:50:48.000,2023-11-06 11:50:48.000
R-7E0W2BCC,O-RRGJBVB9,P-G0AEWWH1,C-40YVDKMJ,122.43,3.0,merchant__electronics,148.12,2023-11-12 07:48:22.000,2023-11-12 07:48:22.000
R-MT0DJ253,O-23W36KNL,P-PSGTPT0C,C-EPFHGBCG,418.6,6.0,merchant__electronics,782.08,2022-07-24 06:40:27.000,2022-07-24 06:40:27.000
R-9YQMTU8W,O-6P25NRCM,P-WEHJV5MG,C-X295KAL2,33.29,8.0,merchant__electronics,307.06,2023-03-01 13:35:52.000,2023-03-01 13:35:52.000
R-EAKO82PR,O-SKGAU4JA,P-88I28DAN,C-7QDYQP74,88.85,9.0,merchant__electronics,573.88,2021-10-19 02:01:01.000,2021-10-19 02:01:01.000
R-R1I83BWZ,O-TNJVTP1S,P-PSGTPT0C,C-LRMIBTF7,59.49,6.0,merchant__bigboxretailer,147.9,2023-08-15 15:25:17.000,2023-08-15 15:25:17.000
R-BZX7HF7K,O-39J8B8G1,P-7YGKX2EQ,C-TT10SIMU,8.83,2.0,merchant__electronics,10.52,2023-06-18 08:16:11.000,2023-06-18 08:16:11.000
R-SIV2I934,O-CIZUC74D,P-VP08CDK1,C-3UE27BFS,166.28,10.0,merchant__bigboxretailer,206.3,2023-04-30 00:39:13.000,2023-04-30 00:39:13.000
R-AQBD5D6B,O-05KL9BHZ,P-G0AEWWH1,C-40YVDKMJ,143.37,4.0,merchant__electronics,135.86,2024-04-03 05:45:53.000,2024-04-03 05:45:53.000
R-W8Z9SMH5,O-M89RQWZ2,P-KCMHG45S,C-QXUKQAQU,91.89,10.0,merchant__electronics,745.85,2024-05-25 14:58:08.000,2024-05-25 14:58:08.000
R-GLTGDTCO,O-9VWQF98Y,P-D1XDPQSF,C-N2TBV2I4,484.3,3.0,merchant__electronics,620.4,2021-12-12 12:13:13.000,2021-12-12 12:13:13.000
R-ZJG0YEZN,O-AI5BWBWP,P-86UWICUH,C-9CUTKCDR,231.04,7.0,merchant__electronics,802.56,2023-02-17 09:31:59.000,2023-02-17 09:31:59.000
R-JN5D4HNN,O-0TI6KQXC,P-PSGTPT0C,C-CC6US2UL,291.22,8.0,merchant__electronics,410.06,2022-06-11 13:36:41.000,2022-06-11 13:36:41.000
R-LZZF5Y9M,O-PG05MITL,P-8BHI76F5,C-BEPHH4OF,232.06,9.0,merchant__electronics,363.36,2022-12-14 17:33:42.000,2022-12-14 17:33:42.000
R-BOYWILWR,O-7B7V9DA4,P-CYKBPXIA,C-0ORNY2TU,280.14,1.0,merchant__bigboxretailer,432.71,2022-07-19 11:50:37.000,2022-07-19 11:50:37.000
R-NYLLR4MO,O-QCPF58HK,P-ANQV2M79,C-MPQA5ZDF,82.63,1.0,merchant__bigboxretailer,142.75,2021-12-14 02:49:59.000,2021-12-14 02:49:59.000
R-2BV4FOPJ,O-LU5WZ31Y,P-JM1OCRS6,C-QDW29TOW,5.02,3.0,merchant__bigboxretailer,561.36,2021-11-19 15:29:51.000,2021-11-19 15:29:51.000
R-J08J4IP4,O-QAB7WSAK,P-ARA49TZS,C-7R66XTBO,227.54,5.0,merchant__electronics,465.81,2024-04-30 01:23:17.000,2024-04-30 01:23:17.000
R-VPW62EGU,O-PTINOP9L,P-RDU4ZGRH,C-81L9PJRV,192.92,4.0,merchant__electronics,125.18,2022-11-15 17:36:27.000,2022-11-15 17:36:27.000
R-OAUSTPR5,O-257ARYXW,P-KH5AMEZT,C-CM2Z4N87,340.06,10.0,merchant__bigboxretailer,393.95,2024-10-17 14:05:57.000,2024-10-17 14:05:57.000
R-CQ9TU0K4,O-YXAGGE99,P-CYKBPXIA,C-TEJ3SA85,49.71,5.0,merchant__bigboxretailer,108.75,2024-03-23 10:59:04.000,2024-03-23 10:59:04.000
R-2H5JFNIU,O-ZOVA1SPY,P-0H1EWXEB,C-QJLBBGHG,77.15,3.0,merchant__bigboxretailer,283.4,2021-10-28 11:11:57.000,2021-10-28 11:11:57.000
R-AQF0WQWE,O-7N7X6EYG,P-G0AEWWH1,C-OOZ5LY1A,63.13,4.0,merchant__electronics,425.48,2023-09-27 11:33:04.000,2023-09-27 11:33:04.000
R-3NH05679,O-0CS3R8TG,P-1KUMBXBO,C-RQGE7TGX,704.5,7.0,merchant__bigboxretailer,621.31,2023-12-10 18:53:05.000,2023-12-10 18:53:05.000
R-P22IXMKD,O-EPKQ9OH5,P-9GDEYYQC,C-867QRN0U,196.39,4.0,merchant__electronics,322.56,2023-01-28 07:07:53.000,2023-01-28 07:07:53.000
R-909UERZP,O-J8UIY0IH,P-Q05V2UBU,C-1E2TBVCZ,197.57,7.0,merchant__clothing,149.66,2023-09-23 03:19:56.000,2023-09-23 03:19:56.000
R-E7RAW0DI,O-YIOB0JEM,P-PSGTPT0C,C-2MXRR9OY,4.6,10.0,merchant__electronics,412.56,2023-07-15 12:32:29.000,2023-07-15 12:32:29.000
R-PD8QBU1Z,O-B6E3BBLZ,P-AJ2G8KSW,C-0KLGPPW2,475.43,7.0,merchant__electronics,425.9,2023-11-11 11:40:45.000,2023-11-11 11:40:45.000
R-C9WLWB24,O-TVWD2J4A,P-88I28DAN,C-9GDD021P,353.7,5.0,merchant__electronics,247.44,2024-11-28 11:44:00.000,2024-11-28 11:44:00.000
R-G7IJLA90,O-QMBQDS16,P-Y1E6PTO7,C-0EC1SB87,406.68,5.0,merchant__bigboxretailer,505.84,2022-04-08 00:37:08.000,2022-04-08 00:37:08.000
R-6UQ71ITC,O-ISCH1GVU,P-ARA49TZS,C-7JSGCAVY,275.21,4.0,merchant__electronics,242.77,2024-03-17 03:37:38.000,2024-03-17 03:37:38.000
R-RZBKW3LH,O-APYFVG8S,P-PSGTPT0C,C-CC6US2UL,400.69,6.0,merchant__electronics,471.68,2024-06-29 09:37:21.000,2024-06-29 09:37:21.000
R-GCSX2BU0,O-DW93NJZQ,P-CYKBPXIA,C-69FJO0CE,325.91,4.0,merchant__bigboxretailer,442.27,2022-06-20 01:43:43.000,2022-06-20 01:43:43.000
R-7R6HSH9C,O-90R4N546,P-D1XDPQSF,C-P9TO0RU1,16.88,2.0,merchant__electronics,330.81,2022-02-21 01:55:48.000,2022-02-21 01:55:48.000
R-EMXJNY30,O-RDXV36PS,P-FVCDEIME,C-80XIVGVS,14.04,2.0,merchant__electronics,15.82,2024-09-02 03:20:56.000,2024-09-02 03:20:56.000
R-NKLMV826,O-F22AXOIP,P-GLYGF0FD,C-SOQNM2PW,452.7,6.0,merchant__electronics,578.24,2022-01-06 03:14:43.000,2022-01-06 03:14:43.000
R-DNKUKY5Q,O-YXAGGE99,P-Y2RWSLCK,C-TEJ3SA85,213.3,2.0,merchant__bigboxretailer,383.54,2024-03-21 13:19:20.000,2024-03-21 13:19:20.000
R-3R8ESPBY,O-YIZZ7IH1,P-ARA49TZS,C-69PYPU9D,10.98,10.0,merchant__electronics,19.14,2022-08-12 10:09:19.000,2022-08-12 10:09:19.000
R-W6CXVRZ5,O-MMN2QV15,P-6R63U2JU,C-0C2RLRDM,12.18,5.0,merchant__bigboxretailer,749.33,2022-04-08 03:09:42.000,2022-04-08 03:09:42.000
R-GMAW6P0D,O-ORCR199O,P-FLJC8ZF6,C-2O8UXURV,458.86,9.0,merchant__bigboxretailer,354.71,2024-05-25 04:03:57.000,2024-05-25 04:03:57.000
R-UX1YCZMP,O-0D682NV2,P-EOPE7IHA,C-SFHGOXMD,14.16,4.0,merchant__electronics,41.25,2024-11-05 05:00:03.000,2024-11-05 05:00:03.000
R-WPWXU8NI,O-PKS8R91W,P-7O91ZPJP,C-GM43JXY4,732.31,9.0,merchant__electronics,456.3,2024-08-16 12:11:08.000,2024-08-16 12:11:08.000
R-I4F8ZSE1,O-1CNR3FVG,P-YS1Q5YHK,C-7M4DW0TJ,43.65,9.0,merchant__bigboxretailer,599.22,2022-12-13 05:53:18.000,2022-12-13 05:53:18.000
R-K5EYAY1C,O-20TVPV6R,P-XU5MN3U7,C-AFH826LH,50.12,10.0,merchant__bigboxretailer,51.61,2024-03-29 09:08:47.000,2024-03-29 09:08:47.000
R-5AURWCWH,O-6P25NRCM,P-86UWICUH,C-X295KAL2,90.14,7.0,merchant__electronics,266.4,2023-02-27 12:02:52.000,2023-02-27 12:02:52.000
R-BDSXIOID,O-SH1DDBGQ,P-KH5AMEZT,C-AP0HE6ED,342.58,1.0,merchant__bigboxretailer,461.23,2022-05-29 02:03:12.000,2022-05-29 02:03:12.000
R-9X5NICQH,O-4ORIZWNN,P-VIJEYOYB,C-QSCZNBAQ,508.19,5.0,merchant__bigboxretailer,373.8,2024-06-28 07:44:29.000,2024-06-28 07:44:29.000
R-ES7H99S7,O-HURX5VTC,P-R80WGNC9,C-NVLP4LVV,290.36,10.0,merchant__clothing,368.67,2021-10-27 01:56:13.000,2021-10-27 01:56:13.000
R-4U8LOVYA,O-BLL7FG1D,P-2COKN5Z7,C-WEDFOCPQ,71.99,9.0,merchant__bigboxretailer,178.17,2024-04-22 10:59:47.000,2024-04-22 10:59:47.000
R-ER93DJ76,O-BFUZOUO7,P-Y1E6PTO7,C-9EHAF01N,25.47,9.0,merchant__bigboxretailer,16.9,2023-07-30 14:11:23.000,2023-07-30 14:11:23.000
R-MLHQHUKF,O-JAIQ5YK0,P-YS1Q5YHK,C-RTILOK39,146.57,7.0,merchant__bigboxretailer,719.52,2024-03-11 15:17:16.000,2024-03-11 15:17:16.000
R-0DQOZG58,O-MK5OOYS9,P-FEA649UJ,C-UIN7ZJAB,255.65,5.0,merchant__electronics,339.59,2024-05-19 10:55:30.000,2024-05-19 10:55:30.000
R-ZJQ9TVO1,O-0CS3R8TG,P-2COKN5Z7,C-RQGE7TGX,250.34,1.0,merchant__bigboxretailer,289.0,2023-12-04 17:39:54.000,2023-12-04 17:39:54.000
R-RORCT1JQ,O-N65BCWSI,P-Z1Q1R8RB,C-BAQ76JP8,137.26,6.0,merchant__bigboxretailer,528.25,2023-01-11 12:56:48.000,2023-01-11 12:56:48.000
R-7BW8SOP2,O-AL2ZUNVL,P-WI0WGQ0C,C-8BQSG0MG,45.44,10.0,merchant__bigboxretailer,621.7,2024-06-04 09:00:40.000,2024-06-04 09:00:40.000
